video_id,sign_label,class_idx,signer_id,split,video_path,frame_count,duration_sec,file_size_mb
18329,eat,15,11,train,data\raw\videos\18329.mp4,0,0.0,0.0473
18325,eat,15,21,train,data\raw\videos\18325.mp4,0,0.0,0.4678
65601,eat,15,90,train,data\raw\videos\65601.mp4,0,0.0,0.3141
69307,eat,15,118,train,data\raw\videos\69307.mp4,0,0.0,2.4474
20982,family,16,6,train,data\raw\videos\20982.mp4,0,0.0,0.4869
20986,family,16,11,train,data\raw\videos\20986.mp4,0,0.0,0.0593
20987,family,16,11,train,data\raw\videos\20987.mp4,0,0.0,0.0383
20978,family,16,19,train,data\raw\videos\20978.mp4,0,0.0,0.2434
20983,family,16,21,train,data\raw\videos\20983.mp4,0,0.0,0.6081
20979,family,16,37,train,data\raw\videos\20979.mp4,0,0.0,0.0894
20981,family,16,52,train,data\raw\videos\20981.mp4,0,0.0,0.206
65677,family,16,98,train,data\raw\videos\65677.mp4,0,0.0,0.1696
69316,family,16,116,train,data\raw\videos\69316.mp4,0,0.0,3.8797
21949,finish,17,10,train,data\raw\videos\21949.mp4,0,0.0,0.0408
21950,finish,17,11,train,data\raw\videos\21950.mp4,0,0.0,0.029
21951,finish,17,11,train,data\raw\videos\21951.mp4,0,0.0,0.0318
21945,finish,17,21,train,data\raw\videos\21945.mp4,0,0.0,0.4826
21943,finish,17,32,train,data\raw\videos\21943.mp4,0,0.0,0.3643
21941,finish,17,37,train,data\raw\videos\21941.mp4,0,0.0,0.0619
21944,finish,17,45,train,data\raw\videos\21944.mp4,0,0.0,0.3693
23574,friend,18,11,train,data\raw\videos\23574.mp4,0,0.0,0.0575
23572,friend,18,21,train,data\raw\videos\23572.mp4,0,0.0,0.5262
23568,friend,18,37,train,data\raw\videos\23568.mp4,0,0.0,0.0711
65782,friend,18,106,train,data\raw\videos\65782.mp4,0,0.0,0.1399
24611,girl,19,11,train,data\raw\videos\24611.mp4,0,0.0,0.0298
24609,girl,19,21,train,data\raw\videos\24609.mp4,0,0.0,0.4076
24608,girl,19,32,train,data\raw\videos\24608.mp4,0,0.0,0.7459
24605,girl,19,37,train,data\raw\videos\24605.mp4,0,0.0,0.0536
69342,girl,19,118,train,data\raw\videos\69342.mp4,0,0.0,2.8486
24649,give,20,10,train,data\raw\videos\24649.mp4,0,0.0,0.07
24648,give,20,11,train,data\raw\videos\24648.mp4,0,0.0,0.0416
24651,give,20,11,train,data\raw\videos\24651.mp4,0,0.0,0.0321
24641,give,20,21,train,data\raw\videos\24641.mp4,0,0.0,0.38
24640,give,20,31,train,data\raw\videos\24640.mp4,0,0.0,0.4997
24636,give,20,35,train,data\raw\videos\24636.mp4,0,0.0,0.1061
24638,give,20,45,train,data\raw\videos\24638.mp4,0,0.0,0.3343
24639,give,20,45,train,data\raw\videos\24639.mp4,0,0.0,0.2646
24940,go,21,0,train,data\raw\videos\24940.mp4,0,0.0,0.1115
24952,go,21,10,train,data\raw\videos\24952.mp4,0,0.0,0.0288
24954,go,21,10,train,data\raw\videos\24954.mp4,0,0.0,0.0589
24955,go,21,10,train,data\raw\videos\24955.mp4,0,0.0,0.0589
24956,go,21,10,train,data\raw\videos\24956.mp4,0,0.0,0.0417
24960,go,21,10,train,data\raw\videos\24960.mp4,0,0.0,0.0426
24961,go,21,10,train,data\raw\videos\24961.mp4,0,0.0,0.0426
24962,go,21,10,train,data\raw\videos\24962.mp4,0,0.0,0.0373
24947,go,21,21,train,data\raw\videos\24947.mp4,0,0.0,0.4569
24946,go,21,31,train,data\raw\videos\24946.mp4,0,0.0,0.4555
24943,go,21,52,train,data\raw\videos\24943.mp4,0,0.0,0.213
69345,go,21,118,train,data\raw\videos\69345.mp4,0,0.0,2.8055
27207,help,22,4,train,data\raw\videos\27207.mp4,0,0.0,0.5716
27213,help,22,10,train,data\raw\videos\27213.mp4,0,0.0,0.046
27214,help,22,11,train,data\raw\videos\27214.mp4,0,0.0,0.0557
27215,help,22,11,train,data\raw\videos\27215.mp4,0,0.0,0.029
27216,help,22,11,train,data\raw\videos\27216.mp4,0,0.0,0.0554
27217,help,22,11,train,data\raw\videos\27217.mp4,0,0.0,0.0668
27208,help,22,21,train,data\raw\videos\27208.mp4,0,0.0,0.4922
65889,help,22,90,train,data\raw\videos\65889.mp4,0,0.0,0.1641
65890,help,22,90,train,data\raw\videos\65890.mp4,0,0.0,0.1684
65891,help,22,90,train,data\raw\videos\65891.mp4,0,0.0,0.1563
28159,house,23,0,train,data\raw\videos\28159.mp4,0,0.0,0.0964
28161,house,23,6,train,data\raw\videos\28161.mp4,0,0.0,0.5462
28164,house,23,10,train,data\raw\videos\28164.mp4,0,0.0,0.0418
28162,house,23,21,train,data\raw\videos\28162.mp4,0,0.0,0.6051
69369,house,23,118,train,data\raw\videos\69369.mp4,0,0.0,2.6252
31897,know,24,8,train,data\raw\videos\31897.mp4,0,0.0,0.0611
31903,know,24,11,train,data\raw\videos\31903.mp4,0,0.0,0.0494
31901,know,24,15,train,data\raw\videos\31901.mp4,0,0.0,0.3502
31900,know,24,21,train,data\raw\videos\31900.mp4,0,0.0,0.4551
66002,know,24,90,train,data\raw\videos\66002.mp4,0,0.0,0.2531
32321,later,25,4,train,data\raw\videos\32321.mp4,0,0.0,0.3694
32322,later,25,4,train,data\raw\videos\32322.mp4,0,0.0,0.4633
32323,later,25,4,train,data\raw\videos\32323.mp4,0,0.0,0.4403
32320,later,25,8,train,data\raw\videos\32320.mp4,0,0.0,0.0747
32333,later,25,11,train,data\raw\videos\32333.mp4,0,0.0,0.0376
32326,later,25,13,train,data\raw\videos\32326.mp4,0,0.0,0.7171
32324,later,25,39,train,data\raw\videos\32324.mp4,0,0.0,0.5488
66014,later,25,90,train,data\raw\videos\66014.mp4,0,0.0,0.3235
33266,like,26,8,train,data\raw\videos\33266.mp4,0,0.0,0.0583
33273,like,26,11,train,data\raw\videos\33273.mp4,0,0.0,0.0332
33274,like,26,11,train,data\raw\videos\33274.mp4,0,0.0,0.0257
33269,like,26,13,train,data\raw\videos\33269.mp4,0,0.0,0.4947
33270,like,26,13,train,data\raw\videos\33270.mp4,0,0.0,0.5341
33268,like,26,60,train,data\raw\videos\33268.mp4,0,0.0,0.0845
69389,like,26,118,train,data\raw\videos\69389.mp4,0,0.0,2.3505
34823,many,27,2,train,data\raw\videos\34823.mp4,0,0.0,0.0653
34825,many,27,6,train,data\raw\videos\34825.mp4,0,0.0,0.5258
34826,many,27,6,train,data\raw\videos\34826.mp4,0,0.0,0.5226
34830,many,27,11,train,data\raw\videos\34830.mp4,0,0.0,0.0299
34831,many,27,11,train,data\raw\videos\34831.mp4,0,0.0,0.0471
34832,many,27,11,train,data\raw\videos\34832.mp4,0,0.0,0.041
34827,many,27,13,train,data\raw\videos\34827.mp4,0,0.0,0.5852
69396,many,27,118,train,data\raw\videos\69396.mp4,0,0.0,3.82
36931,mother,28,4,train,data\raw\videos\36931.mp4,0,0.0,0.7849
36936,mother,28,11,train,data\raw\videos\36936.mp4,0,0.0,0.0341
36937,mother,28,11,train,data\raw\videos\36937.mp4,0,0.0,0.0392
36933,mother,28,13,train,data\raw\videos\36933.mp4,0,0.0,0.5423
36932,mother,28,52,train,data\raw\videos\36932.mp4,0,0.0,0.1163
66146,mother,28,90,train,data\raw\videos\66146.mp4,0,0.0,0.1382
66147,mother,28,97,train,data\raw\videos\66147.mp4,0,0.0,0.1219
69402,mother,28,116,train,data\raw\videos\69402.mp4,0,0.0,0.6965
37585,name,29,11,train,data\raw\videos\37585.mp4,0,0.0,0.05
37582,name,29,13,train,data\raw\videos\37582.mp4,0,0.0,0.6458
37581,name,29,32,train,data\raw\videos\37581.mp4,0,0.0,0.5173
69405,name,29,118,train,data\raw\videos\69405.mp4,0,0.0,2.9523
38990,now,30,2,train,data\raw\videos\38990.mp4,0,0.0,0.1076
38997,now,30,11,train,data\raw\videos\38997.mp4,0,0.0,0.0395
38999,now,30,11,train,data\raw\videos\38999.mp4,0,0.0,0.0318
39000,now,30,11,train,data\raw\videos\39000.mp4,0,0.0,0.0305
38995,now,30,13,train,data\raw\videos\38995.mp4,0,0.0,0.6001
69413,now,30,118,train,data\raw\videos\69413.mp4,0,0.0,2.4578
40115,orange,31,2,train,data\raw\videos\40115.mp4,0,0.0,0.095
40121,orange,31,11,train,data\raw\videos\40121.mp4,0,0.0,0.0369
40118,orange,31,13,train,data\raw\videos\40118.mp4,0,0.0,0.6109
40119,orange,31,13,train,data\raw\videos\40119.mp4,0,0.0,0.6109
40117,orange,31,39,train,data\raw\videos\40117.mp4,0,0.0,0.5617
66246,orange,31,107,train,data\raw\videos\66246.mp4,0,0.0,0.0679
69422,orange,31,118,train,data\raw\videos\69422.mp4,0,0.0,2.3938
57629,thanksgiving,32,2,train,data\raw\videos\57629.mp4,0,0.0,0.0584
57632,thanksgiving,32,4,train,data\raw\videos\57632.mp4,0,0.0,0.3015
57638,thanksgiving,32,10,train,data\raw\videos\57638.mp4,0,0.0,0.0583
57639,thanksgiving,32,10,train,data\raw\videos\57639.mp4,0,0.0,0.0597
57640,thanksgiving,32,10,train,data\raw\videos\57640.mp4,0,0.0,0.0451
57641,thanksgiving,32,11,train,data\raw\videos\57641.mp4,0,0.0,0.0312
57633,thanksgiving,32,13,train,data\raw\videos\57633.mp4,0,0.0,0.6527
57634,thanksgiving,32,15,train,data\raw\videos\57634.mp4,0,0.0,0.3439
57635,thanksgiving,32,15,train,data\raw\videos\57635.mp4,0,0.0,0.4555
57628,thanksgiving,32,19,train,data\raw\videos\57628.mp4,0,0.0,0.393
57977,think,33,11,train,data\raw\videos\57977.mp4,0,0.0,0.0339
57975,think,33,13,train,data\raw\videos\57975.mp4,0,0.0,0.5668
57974,think,33,31,train,data\raw\videos\57974.mp4,0,0.0,0.5684
63229,who,34,4,train,data\raw\videos\63229.mp4,0,0.0,0.6137
63227,who,34,6,train,data\raw\videos\63227.mp4,0,0.0,0.3724
63228,who,34,6,train,data\raw\videos\63228.mp4,0,0.0,0.4415
63236,who,34,11,train,data\raw\videos\63236.mp4,0,0.0,0.0397
63237,who,34,11,train,data\raw\videos\63237.mp4,0,0.0,0.0459
63231,who,34,13,train,data\raw\videos\63231.mp4,0,0.0,0.5899
63230,who,34,46,train,data\raw\videos\63230.mp4,0,0.0,0.5819
63232,who,34,59,train,data\raw\videos\63232.mp4,0,0.0,0.8541
66778,who,34,88,train,data\raw\videos\66778.mp4,0,0.0,0.1835
66779,who,34,88,train,data\raw\videos\66779.mp4,0,0.0,0.1746
69534,who,34,118,train,data\raw\videos\69534.mp4,0,0.0,2.5372
